compound_ref,target_bacterium,activity_label,relation,activity_type,activity_value,activity_unit,source
C_177,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_178,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_179,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_180,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_181,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_182,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_183,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_184,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_185,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_186,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_187,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_188,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_189,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_190,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_191,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_192,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_193,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_194,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_195,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_196,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_197,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_198,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_199,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_200,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_201,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_202,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_203,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_204,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_205,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_206,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_207,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_208,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_209,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_210,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_211,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_212,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_213,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_214,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_215,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_216,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_217,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_218,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_219,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_220,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_221,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_222,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_223,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_224,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_225,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_226,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_227,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_228,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_229,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_230,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_231,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_232,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_233,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_234,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_235,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_236,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_237,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_238,B_0,0,INACTIVE_AGAINST,,,,edges_compound_bacterium
C_239,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_240,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_241,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_242,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_243,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_244,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_245,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_246,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_247,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_248,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_249,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_250,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_251,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_252,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_253,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_254,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_255,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_256,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_257,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_258,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_259,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_260,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_261,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_262,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_263,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_264,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_265,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_266,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_267,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_268,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_269,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_270,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_271,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_272,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_273,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_274,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_275,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_276,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_277,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_278,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_279,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_280,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_281,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_282,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_283,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_284,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_285,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_286,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_287,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_288,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_289,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_290,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_291,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_292,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_293,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_294,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_295,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_296,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_297,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_298,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_299,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_300,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_301,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_302,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_303,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_304,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_305,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_306,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_307,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_308,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_309,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_310,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_311,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_312,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_313,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_314,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_315,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_316,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_317,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_318,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_319,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_320,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_321,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_322,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_323,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_324,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_325,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_326,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_327,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_328,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_329,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_330,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_331,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_332,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_333,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_334,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_335,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_336,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_337,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_338,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_339,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_340,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_341,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_342,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_343,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_344,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_345,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_346,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_347,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_348,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_349,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_350,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_351,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_352,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_353,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_354,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_355,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_356,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_357,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_358,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_359,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_360,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_361,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_362,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_363,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_364,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_365,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_366,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_367,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_368,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_369,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_370,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_371,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_372,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_373,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_374,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
C_375,B_0,1,ACTIVE_AGAINST,,,,edges_compound_bacterium
